"V1","V2","V3","V4","V5","F1","F2","F3","F4","F5","F6","F7","theta_V1","theta_V2","theta_V3","theta_V4","theta_V5","theta_F1","theta_F2","theta_F3","theta_F4","theta_F5","theta_F6","theta_F7"
0,0.5,0,0,0,3,3,3,3,3,3,3,0.0168346300364902,0.0385237949795113,0.0288302183999261,0.035066849111328,0.0486489361854741,0.376662065234048,0.376929850035398,0.376634714531886,0.376950848169733,0.376783822120674,0.377384592007764,0.377766339957677
0.1,0.5,0,0,0,3,3,3,3,3,3,3,0.0185699835688592,0.0385249254827286,0.0288312748496208,0.0350680201910654,0.0486507066900049,0.376697140357398,0.376946515408732,0.376707967311049,0.376975650538649,0.376802385116971,0.377397165010812,0.377778323019821
0.2,0.5,0,0,0,3,3,3,3,3,3,3,0.0206809129320287,0.038526305060971,0.0288325640625576,0.035069449290292,0.0486528672791439,0.376739948575343,0.376966853530285,0.376797373674222,0.377005920265442,0.376825039414044,0.377412508204885,0.377792946295623
0.3,0.5,0,0,0,3,3,3,3,3,3,3,0.0232935045090237,0.0385280192267384,0.0288341659527063,0.0350712249942461,0.0486555518780782,0.376793147083539,0.376992125757384,0.376908485663296,0.377043535629623,0.376853190266685,0.377431572686056,0.377811116257209
0.4,0.5,0,0,0,3,3,3,3,3,3,3,0.0265901926902239,0.0385301929367671,0.0288361972969509,0.0350734767510823,0.0486589561884114,0.37686062023177,0.377024175551002,0.37704942032226,0.377091242098313,0.376888891538512,0.377455748283858,0.377834157526533
0.5,0.5,0,0,0,3,3,3,3,3,3,3,0.0308384213784019,0.0385330118064498,0.02883883156204,0.0350763968502902,0.0486633709140697,0.376948140893931,0.37706574180686,0.377232242971453,0.377153119465206,0.376935194922351,0.377487099544716,0.377864037788095
0,0,0.1,0,0,3,3,3,3,3,3,3,0.016830001584606,0.021460016935286,0.0316357789380339,0.0350548967079066,0.0486331368145049,0.376435202931711,0.37641167812959,0.376384254562817,0.37637922674806,0.376381299211998,0.376385634757382,0.376376498908477
0.1,0,0.1,0,0,3,3,3,3,3,3,3,0.0185648952057736,0.0214606842113534,0.0316369347510332,0.0350560700097913,0.0486349104980877,0.376470304655969,0.376428371862774,0.376457536885213,0.376404058935557,0.376399889499896,0.37639824105916,0.376388519193167
0.2,0,0.1,0,0,3,3,3,3,3,3,3,0.0206752755585523,0.0214614985336252,0.0316383452650367,0.03505750186622,0.0486370750351782,0.376513146011234,0.376448745125952,0.376546980246811,0.376434365651224,0.376422577641513,0.376413625394194,0.376403188386027
0.3,0,0.1,0,0,3,3,3,3,3,3,3,0.0232872076530527,0.0214625104115261,0.0316400979650243,0.0350592810932702,0.0486397646838738,0.376566387130165,0.376474062122868,0.376658140297292,0.376472028240359,0.376450771690147,0.376432742018447,0.376421416385747
0.4,0,0.1,0,0,3,3,3,3,3,3,3,0.0265830800170197,0.0214637837217015,0.0316423059156795,0.0350615212003541,0.0486431529856625,0.376633740341246,0.376505995455917,0.376798960929665,0.376519621074496,0.37648635451072,0.376456810775059,0.376444358525333
0.5,0,0.1,0,0,3,3,3,3,3,3,3,0.0308303352731339,0.0214654473014551,0.0316451875215878,0.0350644463808822,0.0486475750026351,0.376721323904336,0.376547627782708,0.376981856432239,0.37658156869263,0.376532721431016,0.376488240181682,0.376474326726647
0,0.1,0.1,0,0,3,3,3,3,3,3,3,0.0168307834371241,0.0236272306887682,0.0316372957869066,0.0350568018362026,0.0486356703650045,0.376475059643679,0.376485092138826,0.376420684259904,0.376455272373769,0.376436414983867,0.376516033434169,0.376554735082031
0.1,0.1,0.1,0,0,3,3,3,3,3,3,3,0.0185657547831461,0.0236279622674033,0.0316384513115486,0.0350579748167389,0.0486374435867855,0.376510157477606,0.376501781937506,0.376493962278396,0.376480100462802,0.376455001459482,0.376528635378345,0.376566750665826
0.2,0.1,0.1,0,0,3,3,3,3,3,3,3,0.0206762279441638,0.0236288550567509,0.0316398614729173,0.0350594062828926,0.0486396075610773,0.376552994051339,0.376522150374944,0.376583400309312,0.376510402138512,0.376477684937082,0.376544014343826,0.376581414046457
0.3,0.1,0.1,0,0,3,3,3,3,3,3,3,0.0232882718565812,0.0236299644406391,0.0316416137342567,0.0350611850223032,0.0486422965114201,0.376606229199055,0.376547461373427,0.376694553656672,0.376548058467029,0.37650587317515,0.376563124324273,0.376599634861806
0.4,0.1,0.1,0,0,3,3,3,3,3,3,3,0.0265842795574515,0.0236313601854528,0.0316438208953536,0.0350634242483406,0.0486456835591883,0.376673571920127,0.376579384133493,0.376835362786754,0.376595640352428,0.376541445699084,0.376587181540532,0.376622564658097
0.5,0.1,0.1,0,0,3,3,3,3,3,3,3,0.0308316990007945,0.0236331840548921,0.0316467017667157,0.0350663486117246,0.0486501044020925,0.376761145300574,0.376621006386264,0.377018246571912,0.376657577382363,0.376587802839153,0.376618599831692,0.37665252085755
0,0.2,0.1,0,0,3,3,3,3,3,3,3,0.0168317317525784,0.0262454518260386,0.0316391355775597,0.0350591125534263,0.0486387432922708,0.37652340844717,0.376574153096764,0.376464875483678,0.376547526128142,0.376503276022293,0.376674229328108,0.376770968352651
0.1,0.2,0.1,0,0,3,3,3,3,3,3,3,0.0185667973671384,0.0262462593006473,0.031640290749422,0.0350602851406773,0.0486405159558615,0.376558501509186,0.376590838033335,0.376538148222709,0.37657234917304,0.376521857804264,0.376686825843152,0.376782978025139
0.2,0.2,0.1,0,0,3,3,3,3,3,3,3,0.020677383097651,0.026247244717874,0.0316417004845514,0.0350617161313026,0.0486426792431707,0.376601332272758,0.376611200585985,0.376627579786748,0.376602644696654,0.37654453559359,0.376702198240283,0.376797634288224
0.3,0.2,0.1,0,0,3,3,3,3,3,3,3,0.0232895626461804,0.0262484692040792,0.0316434522211046,0.0350634942852737,0.048645367350127,0.376654560233833,0.376636504321492,0.376738725085847,0.376640293429323,0.376572716813433,0.376721300109488,0.376815846298848
0.4,0.2,0.1,0,0,3,3,3,3,3,3,3,0.026585734449903,0.0262500092475725,0.0316456583749606,0.0350657323830282,0.0486487528052604,0.376721889555165,0.376668413461961,0.376879519585736,0.376687861258608,0.376608276107335,0.376745342354895,0.376838759971345
0.5,0.2,0.1,0,0,3,3,3,3,3,3,3,0.0308333530272732,0.0262520223177435,0.0316485383533278,0.0350686557526903,0.0486531722206745,0.376809450526439,0.376710023385275,0.377062389105078,0.376749785331223,0.376654621302828,0.376776746964662,0.376868701339757
0,0.3,0.1,0,0,3,3,3,3,3,3,3,0.0168329003632392,0.029456277588477,0.0316414027410201,0.0350619600010994,0.0486425300206568,0.37658299805885,0.376683927532789,0.376519340351273,0.376661236447399,0.376585684773277,0.376869225288546,0.377037505947379
0.1,0.3,0.1,0,0,3,3,3,3,3,3,3,0.0185680821490603,0.0294571751054575,0.0316425574885852,0.0350631321117178,0.0486443019942223,0.376618085285971,0.37670060649889,0.376592606617269,0.376686053245192,0.376604260805358,0.376881815058013,0.377049508256442
0.2,0.3,0.1,0,0,3,3,3,3,3,3,3,0.0206788065997588,0.0294582704095251,0.0316439666982171,0.0350645625191648,0.048646464445814,0.376660908894523,0.376720961757158,0.376682030227522,0.37671634116771,0.37662693157337,0.376897179249798,0.377064155557738
0.3,0.3,0.1,0,0,3,3,3,3,3,3,3,0.0232911532789726,0.0294596314337393,0.0316457177788376,0.0350663399398655,0.0486491514964163,0.376714127827678,0.376746256324909,0.376793165414488,0.376753980308196,0.376655103954588,0.376916270809884,0.377082356325156
0.4,0.3,0.1,0,0,3,3,3,3,3,3,3,0.0265875272428429,0.029461340731931,0.0316479226096129,0.0350685765479302,0.0486525348527085,0.376781439444443,0.37677814717059,0.376933940752663,0.376801529283526,0.376690645586168,0.376940292589289,0.377105247691612
0.5,0.3,0.1,0,0,3,3,3,3,3,3,3,0.0308353911957989,0.0294635782213462,0.0316508014837562,0.0350714986882509,0.0486569525026943,0.37686898501766,0.376819741700469,0.377116792594949,0.376863437181492,0.376736975913808,0.376971679980077,0.377135170290337
0,0.4,0.1,0,0,3,3,3,3,3,3,3,0.0168343576384684,0.0334576764587763,0.0316442303255849,0.035065513433712,0.0486472547201397,0.376657545535701,0.376821416312691,0.376587460855123,0.376803661925535,0.376688851041445,0.377113599263107,0.377371607585347
0.1,0.4,0.1,0,0,3,3,3,3,3,3,3,0.0185696841093359,0.0334586806101266,0.0316453843162421,0.0350666847085247,0.0486490255023113,0.376692622769902,0.376838085110529,0.376660716255185,0.376828468211068,0.37670741722733,0.377126177811822,0.377383597804261
0.2,0.4,0.1,0,0,3,3,3,3,3,3,3,0.020680581163451,0.0334599060000833,0.0316467925606954,0.0350681140460669,0.0486511864306455,0.376735433572488,0.376858427415112,0.376750125835763,0.376858742723655,0.376730075421263,0.377141527776655,0.377398229817008
0.3,0.4,0.1,0,0,3,3,3,3,3,3,3,0.0232931338235465,0.0334614285851345,0.0316485423511908,0.0350698900466347,0.048653871451805,0.376788635308539,0.37688370484738,0.376861241857992,0.37689636404615,0.376758231124443,0.377160600676856,0.37741641064078
0.4,0.4,0.1,0,0,3,3,3,3,3,3,3,0.0265897748424801,0.033463359358725,0.0316507612464124,0.0350721421805696,0.0486572762990246,0.376856112581242,0.376915761256153,0.377002181698744,0.37694407809291,0.376793938563519,0.377184786962228,0.377439465695858
0.5,0.4,0.1,0,0,3,3,3,3,3,3,3,0.0308379464067417,0.0334658631957093,0.0316536387290926,0.0350750627707256,0.0486616917238361,0.376943638653463,0.376957336119273,0.377185011199422,0.377005965331014,0.376840249977267,0.377216152105328,0.377469363857347
0,0.5,0.1,0,0,3,3,3,3,3,3,3,0.0168362273353776,0.0385268310519383,0.0316478576122025,0.0350700690479224,0.0486533131082795,0.376752941516512,0.37699719554758,0.376674649176707,0.376985746230245,0.376820795422888,0.377425884687771,0.377798486653047
0.1,0.5,0.1,0,0,3,3,3,3,3,3,3,0.018571739657654,0.038527960984958,0.0316490108982846,0.0350712395356965,0.0486550827624694,0.376788009036365,0.377013854195701,0.376747893884298,0.377010541946126,0.376839351937141,0.377438451499374,0.377810463825267
0.2,0.5,0.1,0,0,3,3,3,3,3,3,3,0.020682858629876,0.0385293398658218,0.0316504182809963,0.0350726679108419,0.0486572423113372,0.376830807921844,0.377034184085519,0.376837290283891,0.377040803516539,0.376861998296341,0.37745378711947,0.377825079895903
0.3,0.5,0.1,0,0,3,3,3,3,3,3,3,0.0232956786373129,0.0385310531619792,0.0316521669971345,0.0350744427119452,0.0486599256129229,0.376883994734769,0.377059446038554,0.376948389682913,0.377078408676876,0.376890139234665,0.377472842155874,0.377843240872688
0.4,0.5,0.1,0,0,3,3,3,3,3,3,3,0.0265926437143566,0.0385332257634646,0.0316543845230257,0.0350766933178119,0.0486633282689166,0.37695145286295,0.37709148271572,0.377089307977245,0.377126102073671,0.376925827836004,0.377497005711431,0.377866270686135
0.5,0.5,0.1,0,0,3,3,3,3,3,3,3,0.0308412078963473,0.0385360431839945,0.0316572602162755,0.0350796119125038,0.0486677408311628,0.377038953676686,0.377133031789649,0.377272108624642,0.377187962229494,0.376972114596186,0.377528341227547,0.37789613596954
0,0,0.2,0,0,3,3,3,3,3,3,3,0.0168319249019893,0.0214621711236825,0.0350031422114364,0.0350587747001313,0.0486384079615819,0.376544536558829,0.376492731560644,0.376432339779103,0.376421268476028,0.376425832073395,0.376435380502008,0.376415262314317
0.1,0,0.2,0,0,3,3,3,3,3,3,3,0.0185670097265201,0.0214628379988896,0.0350044106049764,0.0350599472866816,0.048640180625115,0.376579629079755,0.376509417149262,0.376505612379843,0.376446092652908,0.376444414533062,0.37644797931924,0.376427275463029
0.2,0,0.2,0,0,3,3,3,3,3,3,3,0.0206776183979196,0.0214636518330482,0.0350059585018348,0.0350613782713637,0.0486423439087171,0.37662245913479,0.37652978045668,0.376595043748143,0.376476389538073,0.376467093110304,0.376463354510103,0.376441935961891
0.3,0,0.2,0,0,3,3,3,3,3,3,3,0.0232898255749383,0.0214646631065042,0.0350078819131351,0.0350631564111693,0.0486450319940346,0.376675686116189,0.376555085056281,0.376706188660742,0.376514039853465,0.376495275227047,0.376482459777774,0.376460153184023
0.4,0,0.2,0,0,3,3,3,3,3,3,3,0.0265860310242518,0.0214659353814322,0.0350103041511024,0.0350653946979537,0.0486484177002961,0.376743016266729,0.37658699777279,0.376846984853896,0.376561612287934,0.37653083812098,0.376506509372274,0.376483076936485
0.5,0,0.2,0,0,3,3,3,3,3,3,3,0.030833690230703,0.0214675979427612,0.0350134663662235,0.0350683180564702,0.0486528370981514,0.376830575696491,0.376628609225077,0.377029853749082,0.376623539069795,0.376577184907249,0.376537919690081,0.376513026990331
0,0.1,0.2,0,0,3,3,3,3,3,3,3,0.0168327062730978,0.0236295924484392,0.0350048067816752,0.0350606787606302,0.0486409400893635,0.376584380702859,0.376566132360569,0.376468757946007,0.376497301518452,0.376480935559665,0.376565764944718,0.376593483063844
0.1,0.1,0.2,0,0,3,3,3,3,3,3,3,0.018567868772988,0.0236303235849679,0.0350060748561224,0.0350618510263951,0.0486427122905793,0.376619469322661,0.376582814004203,0.376542026229747,0.376522121583219,0.376499514202927,0.376578359384183,0.376605491485273
0.2,0.1,0.2,0,0,3,3,3,3,3,3,3,0.0206785701996388,0.0236312158451636,0.0350076223743903,0.0350632816252239,0.0486448750215564,0.376662294681765,0.37660317256643,0.376631452354873,0.376552413517969,0.376522188183538,0.376593729301953,0.376620146274371
0.3,0.1,0.2,0,0,3,3,3,3,3,3,3,0.0232908891249891,0.0236323245619636,0.0350095452996063,0.0350650592752458,0.0486475624061101,0.376715515669252,0.376628471134975,0.37674259055406,0.376590057544769,0.376550364462329,0.37661282788357,0.37663835626044
0.4,0.1,0.2,0,0,3,3,3,3,3,3,3,0.0265872298214298,0.0236337191681197,0.0350119666660108,0.035067296678858,0.0486509468574885,0.376782835312869,0.376660373261665,0.376883375219035,0.376637619016977,0.376585917039735,0.376636865923509,0.376661267652023
0.5,0.1,0.2,0,0,3,3,3,3,3,3,3,0.0308350531088728,0.0236355419200221,0.035015128073527,0.0350702192212118,0.048655365082645,0.376870384570596,0.376701974650383,0.377066232407628,0.376699535221159,0.376632254056285,0.376668265136187,0.376691205714234
0,0.2,0.2,0,0,3,3,3,3,3,3,3,0.016833654007315,0.0262480586019831,0.0350068257494772,0.0350629881809288,0.0486440113005718,0.376632714263203,0.376655177200705,0.376512935198826,0.376589539940035,0.376547781627351,0.376723943364933,0.37680969729495
0.1,0.2,0.2,0,0,3,3,3,3,3,3,3,0.0185689107206739,0.0262488655951697,0.0350080934414991,0.0350641600608529,0.0486457829458731,0.376667798171116,0.376671854057641,0.376586198259104,0.376614355011428,0.376566355651152,0.376736532452202,0.376821699905381
0.2,0.2,0.2,0,0,3,3,3,3,3,3,3,0.0206797246462204,0.0262498504252083,0.035009640489465,0.0350655901820213,0.0486479449928115,0.376710617712244,0.376692206717817,0.376675617915205,0.376644640796239,0.376589023926976,0.376751895787059,0.376836347548219
0.3,0.2,0.2,0,0,3,3,3,3,3,3,3,0.0232921791192865,0.0262510741746273,0.0350115628356928,0.0350673672472173,0.048650631536411,0.376763831509907,0.376717498031114,0.376786748048045,0.376682277238572,0.376617193195217,0.376770986273993,0.37685454874659
0.4,0.2,0.2,0,0,3,3,3,3,3,3,3,0.0265886838102619,0.0262526129488973,0.0350139830828861,0.0350696035158992,0.048654014381188,0.376831137670898,0.37674938645012,0.376927518010478,0.376729824553969,0.376652732459865,0.376795009239231,0.376877443911169
0.5,0.2,0.2,0,0,3,3,3,3,3,3,3,0.0308367061025779,0.0262546247838455,0.0350171435085939,0.0350725250657194,0.0486584311805195,0.376918674532364,0.376790975522122,0.377110360946452,0.376791727813682,0.376699057544621,0.376826394783187,0.376907367154927
0,0.3,0.2,0,0,3,3,3,3,3,3,3,0.0168348218991438,0.0294591750133372,0.0350093137088218,0.0350658340295894,0.0486477958951989,0.376692284960736,0.376764931555014,0.376567382709906,0.376703231074327,0.376630171774447,0.376918917358079,0.37707621086302
0.1,0.3,0.2,0,0,3,3,3,3,3,3,3,0.0185701947100687,0.029460071992132,0.0350105809296734,0.0350670054299175,0.0486495668598031,0.376727363031547,0.37678160242957,0.376640639306273,0.376728039933444,0.376648740037037,0.376931499708749,0.377088206097411
0.2,0.3,0.2,0,0,3,3,3,3,3,3,3,0.0206811472698863,0.029461166644948,0.0350121274011881,0.0350684349724973,0.0486517280751747,0.376770175449533,0.376801947831164,0.376730051038006,0.376758318147236,0.376671401332361,0.376946854868151,0.377102844807876
0.3,0.3,0.2,0,0,3,3,3,3,3,3,3,0.0232937687701783,0.0294625268486936,0.035014049025483,0.0350702113045291,0.0486544135615883,0.376823380226613,0.376827229985006,0.376841171076534,0.376795945005497,0.376699561768532,0.376965935060658,0.377121034786619
0.4,0.3,0.2,0,0,3,3,3,3,3,3,3,0.0265904754857933,0.0294642347068414,0.0350164678054236,0.0350724460755225,0.0486577942979197,0.37689066859667,0.376859100010543,0.376981921791002,0.376843473371185,0.376735083276623,0.376989937444882,0.377143907512695
0.5,0.3,0.2,0,0,3,3,3,3,3,3,3,0.0308387429940126,0.02946647082028,0.0350196270171,0.0350753663974761,0.0486622093338909,0.376978190076132,0.376900673705015,0.377164747066324,0.376905360472306,0.376781393509452,0.37702130578579,0.377173812002675
0,0.4,0.2,0,0,3,3,3,3,3,3,3,0.0168362780581979,0.0334609184028095,0.0350124158994426,0.0350693850060833,0.0486525173240379,0.376766803616699,0.376902389878391,0.376635476572968,0.376845627418077,0.37673330967107,0.377163258256523,0.377410276498221
0.1,0.4,0.2,0,0,3,3,3,3,3,3,3,0.0185717954393405,0.0334619219463038,0.0350136822804573,0.0350705555661159,0.0486542870796762,0.376801871625016,0.376919050527322,0.376708722230954,0.376870425671016,0.376751868028227,0.37717582932124,0.377422259603537
0.2,0.4,0.2,0,0,3,3,3,3,3,3,3,0.0206829204566578,0.0334631465927412,0.035015227674721,0.0350719840293652,0.048656446752242,0.37684467110459,0.376939382857967,0.376798119786604,0.376900690336404,0.376774516635464,0.377191170131329,0.377436882914602
0.3,0.4,0.2,0,0,3,3,3,3,3,3,3,0.0232957477535566,0.0334646682506888,0.0350171478730191,0.0350737589397951,0.0486591302073071,0.376897858651872,0.376964647842015,0.376909220614919,0.376938299339962,0.376802660365118,0.37721023161552,0.377455052887298
0.4,0.4,0.2,0,0,3,3,3,3,3,3,3,0.0265927216772464,0.0334665978423888,0.0350195828510757,0.035076009684043,0.0486625330575431,0.376965317704331,0.37699668835964,0.377050140708427,0.376985997606018,0.376838352502688,0.377234403345875,0.377478094107513
0.5,0.4,0.2,0,0,3,3,3,3,3,3,3,0.0308412965956063,0.0334691001344161,0.0350227405329549,0.0350789284577042,0.0486669458709529,0.377052819703255,0.377038242407729,0.377232943663057,0.377047864067818,0.376884643841958,0.377265749459686,0.377507974181014
0,0.5,0.2,0,0,3,3,3,3,3,3,3,0.0168381465839773,0.0385304790607074,0.0350163963725991,0.0350739380095221,0.0486585722463509,0.376862168392459,0.377078135314954,0.376722636286235,0.377027679375265,0.376865223015312,0.377475505686968,0.377837113231105
0.1,0.5,0.2,0,0,3,3,3,3,3,3,3,0.0185738496990128,0.0385316083062626,0.0350176619789577,0.0350751077834564,0.0486603408753199,0.376897226696538,0.377094785824493,0.376795871261743,0.377052467068905,0.376883771711084,0.37748806502519,0.377849083300552
0.2,0.5,0.2,0,0,3,3,3,3,3,3,3,0.0206851964933364,0.03853298634619,0.0350192064257767,0.035076535285462,0.0486624991700277,0.376940014271436,0.377115105753038,0.376885255648746,0.37708271880482,0.376906408496156,0.377503391503556,0.377863690682771
0.3,0.5,0.2,0,0,3,3,3,3,3,3,3,0.0232982909662384,0.0385346985938574,0.0350211254428829,0.0350783089978646,0.0486651809075336,0.376993186911174,0.377140355273678,0.376996339869405,0.377120311662138,0.376934537476657,0.37752243514022,0.377881840825056
