"uhhid" "weight"
"1" 201002408 0.239030422089488
"2" 201002558 0.0894998311065942
"3" 201007601 0.65746389624999
"4" 201008907 0.157652420006485
"5" 201018101 0.00123709241385554
"6" 201018701 0.0780402630620228
"7" 201022401 0.0328446351580804
"8" 201026002 0.247062292576336
"9" 201027801 0.171971387194292
"10" 201029211 0.816891018758998
"11" 201029802 0.902982950033422
"12" 201030015 0.941625398374234
"13" 201030403 1.83109557693488
"14" 201030404 0.929956330361602
"15" 201030932 1.06234399633833
"16" 201032570 0.36161411637702
"17" 201032576 0.283455526640788
"18" 201032656 0.75152955026192
"19" 201032805 0.00385942875022634
"20" 201033121 2.22007460118657
"21" 201033189 0.303968901535166
"22" 201033206 0.805638427058527
"23" 201033602 0.557929258281833
"24" 201034833 0.00113867570722559
"25" 201035878 0.505875992437473
"26" 201036222 1.44892573597058
"27" 201036515 0.506855633482369
"28" 201036913 2.19974514669364
"29" 202000401 6.4449109100121
"30" 202003907 0.585238442345912
"31" 202004402 7.41902745489843
"32" 205002603 0.443882761939063
"33" 205005207 1.03516437331125
"34" 205005903 0.900525855388691
"35" 205006844 1.36535540422303
"36" 205010721 0.381945199832712
"37" 205011301 0.351263334327567
"38" 205014305 2.2666511064858
"39" 205014501 1.68057448745631
"40" 205015915 6.64108050010069
"41" 205016305 3.90416861069915
"42" 205016413 2.05861828509955
"43" 205016426 2.7133376087043
"44" 205016801 1.10258447054944
"45" 205019618 0.604226465199906
"46" 205020229 0.235292837387012
"47" 205020285 0.633895239822334
"48" 205021201 0.50110160698151
"49" 205021901 0.146598006518293
"50" 205026501 0.471222313819134
"51" 205029003 0.495224989367413
"52" 205029802 0.264725795444625
"53" 205037901 1.7508999435983
"54" 205038705 2.34697364819255
"55" 205038904 2.64764225334834
"56" 206002105 0.639998144183112
"57" 206004602 1.01055415903445
"58" 206004704 0.273144591672466
"59" 206008702 0.78604309910202
"60" 206010101 0.821042514348922
"61" 206010707 0.524779258427356
"62" 206012102 0.338452114949585
"63" 206013101 0.12925202824098
"64" 206013307 3.48333883196274
"65" 206015401 1.45767409137975
"66" 206016107 0.680665470467648
"67" 206019206 1.37758662525433
"68" 206021604 1.40938449867045
"69" 206024302 4.36681977753881
"70" 206024702 3.12045516069258
"71" 206029707 1.1623908408426
"72" 206030201 0.746104772567342
"73" 206031501 0.228734044214893
"74" 207000201 0.398882909099076
"75" 207000302 0.550193660021782
"76" 207003304 0.380821929045009
"77" 207009501 0.258797821710919
"78" 208007502 0.717342882032167
"79" 208008119 1.0464279051416
"80" 209005401 0.146702374497194
"81" 209008801 0.646855688557669
"82" 209009402 0.649852652199474
"83" 209009901 0.182926799143752
"84" 210000808 0.191693991165148
"85" 210009801 0.113323404287825
"86" 210012402 0.153333117489532
"87" 210018202 0.577786523483609
"88" 211003002 0.67364192864753
"89" 212000128 1.68483240620471
"90" 214000507 1.16864155065636
"91" 214000603 0.769465903752625
"92" 214000619 0.42105963072921
"93" 214000801 0.547888907858213
"94" 214000915 0.00230124190705598
"95" 216000453 0.633662926692419
"96" 216001607 0.549508215353713
"97" 216001613 0.408840315245064
"98" 216001914 0.15344614043236
"99" 216001964 0.377787301419116
"100" 217000304 0.254233853672986
"101" 217000903 0.0361280904386579
"102" 217001002 0.35507659939301
"103" 217001702 0.460376471584254
"104" 217001803 0.488221432384524
"105" 217002805 0.000597053114540123
"106" 217003105 0.682091495383168
"107" 218000403 0.972628435037989
"108" 218000604 0.603133289439512
"109" 218003807 0.545282123450207
"110" 218004703 0.890008467913405
"111" 218005201 0.784496770443342
"112" 218006001 2.31048286303003
"113" 219005102 0.293695147485303
"114" 220000244 0.38883326004503
"115" 221002103 1.22169816230582
"116" 221002517 2.24813792445969
